split,record,ground_png,sensor_png,mask_png,target_png
train,UnscaledAccRecord893554_102_204_RSN121,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN121.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN121.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN121.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN121.png
train,UnscaledAccRecord893554_102_204_RSN122,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN122.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN122.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN122.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN122.png
train,UnscaledAccRecord893554_102_204_RSN123,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN123.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN123.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN123.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN123.png
train,UnscaledAccRecord893554_102_204_RSN124,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN124.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN124.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN124.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN124.png
train,UnscaledAccRecord893554_102_204_RSN127,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN127.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN127.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN127.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN127.png
train,UnscaledAccRecord893554_102_204_RSN128,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN128.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN128.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN128.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN128.png
train,UnscaledAccRecord893554_102_204_RSN129,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN129.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN129.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN129.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN129.png
train,UnscaledAccRecord893554_102_204_RSN130,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN130.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN130.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN130.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN130.png
train,UnscaledAccRecord893554_102_204_RSN132,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN132.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN132.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN132.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN132.png
train,UnscaledAccRecord893554_102_204_RSN133,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN133.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN133.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN133.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN133.png
train,UnscaledAccRecord893554_102_204_RSN135,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN135.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN135.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN135.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN135.png
train,UnscaledAccRecord893554_102_204_RSN137,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN137.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN137.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN137.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN137.png
train,UnscaledAccRecord893554_102_204_RSN138,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN138.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN138.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN138.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN138.png
train,UnscaledAccRecord893554_102_204_RSN141,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN141.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN141.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN141.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN141.png
train,UnscaledAccRecord893554_102_204_RSN142,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN142.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN142.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN142.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN142.png
train,UnscaledAccRecord893554_102_204_RSN144,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN144.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN144.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN144.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN144.png
train,UnscaledAccRecord893554_102_204_RSN145,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN145.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN145.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN145.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN145.png
train,UnscaledAccRecord893554_102_204_RSN146,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN146.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN146.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN146.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN146.png
train,UnscaledAccRecord893554_102_204_RSN147,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN147.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN147.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN147.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN147.png
train,UnscaledAccRecord893554_102_204_RSN149,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN149.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN149.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN149.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN149.png
train,UnscaledAccRecord893554_102_204_RSN151,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN151.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN151.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN151.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN151.png
train,UnscaledAccRecord893554_102_204_RSN152,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN152.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN152.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN152.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN152.png
train,UnscaledAccRecord893554_102_204_RSN153,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN153.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN153.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN153.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN153.png
train,UnscaledAccRecord893554_102_204_RSN154,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN154.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN154.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN154.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN154.png
train,UnscaledAccRecord893554_102_204_RSN155,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN155.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN155.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN155.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN155.png
train,UnscaledAccRecord893554_102_204_RSN156,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN156.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN156.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN156.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN156.png
train,UnscaledAccRecord893554_102_204_RSN157,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN157.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN157.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN157.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN157.png
train,UnscaledAccRecord893554_102_204_RSN158,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN158.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN158.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN158.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN158.png
train,UnscaledAccRecord893554_102_204_RSN159,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN159.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN159.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN159.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN159.png
train,UnscaledAccRecord893554_102_204_RSN161,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN161.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN161.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN161.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN161.png
train,UnscaledAccRecord893554_102_204_RSN162,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN162.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN162.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN162.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN162.png
train,UnscaledAccRecord893554_102_204_RSN163,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN163.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN163.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN163.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN163.png
train,UnscaledAccRecord893554_102_204_RSN164,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN164.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN164.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN164.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN164.png
train,UnscaledAccRecord893554_102_204_RSN165,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN165.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN165.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN165.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN165.png
train,UnscaledAccRecord893554_102_204_RSN166,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN166.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN166.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN166.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN166.png
train,UnscaledAccRecord893554_102_204_RSN169,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN169.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN169.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN169.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN169.png
train,UnscaledAccRecord893554_102_204_RSN170,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN170.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN170.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN170.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN170.png
train,UnscaledAccRecord893554_102_204_RSN172,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN172.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN172.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN172.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN172.png
train,UnscaledAccRecord893554_102_204_RSN173,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN173.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN173.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN173.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN173.png
train,UnscaledAccRecord893554_102_204_RSN176,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN176.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN176.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN176.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN176.png
train,UnscaledAccRecord893554_102_204_RSN179,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN179.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN179.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN179.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN179.png
train,UnscaledAccRecord893554_102_204_RSN180,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN180.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN180.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN180.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN180.png
train,UnscaledAccRecord893554_102_204_RSN181,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN181.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN181.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN181.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN181.png
train,UnscaledAccRecord893554_102_204_RSN182,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN182.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN182.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN182.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN182.png
train,UnscaledAccRecord893554_102_204_RSN184,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN184.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN184.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN184.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN184.png
train,UnscaledAccRecord893554_102_204_RSN185,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN185.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN185.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN185.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN185.png
train,UnscaledAccRecord893554_102_204_RSN187,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN187.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN187.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN187.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN187.png
train,UnscaledAccRecord893554_102_204_RSN188,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN188.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN188.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN188.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN188.png
train,UnscaledAccRecord893554_102_204_RSN190,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN190.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN190.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN190.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN190.png
train,UnscaledAccRecord893554_102_204_RSN191,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN191.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN191.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN191.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN191.png
train,UnscaledAccRecord893554_102_204_RSN192,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN192.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN192.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN192.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN192.png
train,UnscaledAccRecord893554_102_204_RSN193,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN193.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN193.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN193.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN193.png
train,UnscaledAccRecord893554_102_204_RSN195,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN195.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN195.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN195.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN195.png
train,UnscaledAccRecord893554_102_204_RSN196,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN196.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN196.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN196.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN196.png
train,UnscaledAccRecord893554_102_204_RSN197,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN197.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN197.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN197.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN197.png
train,UnscaledAccRecord893554_102_204_RSN198,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN198.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN198.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN198.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN198.png
train,UnscaledAccRecord893554_102_204_RSN199,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN199.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN199.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN199.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN199.png
train,UnscaledAccRecord893554_102_204_RSN200,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN200.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN200.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN200.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN200.png
train,UnscaledAccRecord893554_102_204_RSN201,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN201.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN201.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN201.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN201.png
train,UnscaledAccRecord893554_102_204_RSN203,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN203.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN203.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN203.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN203.png
train,UnscaledAccRecord893554_102_204_RSN204,dataset_rgb\train\ground\UnscaledAccRecord893554_102_204_RSN204.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_102_204_RSN204.png,dataset_rgb\train\mask\UnscaledAccRecord893554_102_204_RSN204.png,dataset_rgb\train\target\UnscaledAccRecord893554_102_204_RSN204.png
train,UnscaledAccRecord893554_1201_1305_RSN1201,dataset_rgb\train\ground\UnscaledAccRecord893554_1201_1305_RSN1201.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1201_1305_RSN1201.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1201_1305_RSN1201.png,dataset_rgb\train\target\UnscaledAccRecord893554_1201_1305_RSN1201.png
train,UnscaledAccRecord893554_1201_1305_RSN1203,dataset_rgb\train\ground\UnscaledAccRecord893554_1201_1305_RSN1203.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1201_1305_RSN1203.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1201_1305_RSN1203.png,dataset_rgb\train\target\UnscaledAccRecord893554_1201_1305_RSN1203.png
train,UnscaledAccRecord893554_1201_1305_RSN1204,dataset_rgb\train\ground\UnscaledAccRecord893554_1201_1305_RSN1204.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1201_1305_RSN1204.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1201_1305_RSN1204.png,dataset_rgb\train\target\UnscaledAccRecord893554_1201_1305_RSN1204.png
train,UnscaledAccRecord893554_1201_1305_RSN1205,dataset_rgb\train\ground\UnscaledAccRecord893554_1201_1305_RSN1205.png,dataset_rgb\train\sensor\UnscaledAccRecord893554_1201_1305_RSN1205.png,dataset_rgb\train\mask\UnscaledAccRecord893554_1201_1305_RSN1205.png,dataset_rgb\train\target\UnscaledAccRecord893554_1201_1305_RSN1205.png
